Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,
Fall,2015,SARAH CHRISTIAN,CEE,12335,SOIL MECHANICS,A,Lect,22,33,67%,8.71,3.5,2.77,3.32,2.73,3.59,2.91,3.59,2.77,2.73,,,,,,,,,,,
Fall,2015,"CARTWRIGHT, L. (co-taught)",CEE,12336,SOIL MECHANICS LABTY,A,Lect,14,23,61%,4.36,4.69,4.46,4.69,4.31,4.62,4.62,4.69,4.62,4.62,,,,,,,,,,,
Fall,2015,"CHRISTIAN, S. (co-taught)",CEE,12336,SOIL MECHANICS LABTY,A,Lect,14,23,61%,4.4,4,3.67,3.92,3.75,3.92,3.67,4.08,3.58,4,,,,,,,,,,,
Fall,2015,KELVIN GREGORY,CEE,12355,FLUID MECHANICS,A,Lect,24,24,100%,8.91,4.46,4.67,4.54,4.38,4.46,4.54,4.42,4.67,4.57,,,,,,,,,,,
Fall,2015,DANIEL BUDNY,CEE,12355,FLUID MECHANICS,B,Lect,3,8,38%,7,4,3.67,3.67,3.33,3.67,3.67,3.67,3.67,3.67,,,,,,,,,,,
Fall,2015,KELVIN GREGORY,CEE,12356,FLUID MECHANICS LAB,A,Lect,14,24,58%,6.93,4.21,4.43,4.5,4.07,4.43,4.29,4.21,4.57,4.43,,,,,,,,,,,
Fall,2015,"CARTWRIGHT, L. (co-taught)",CEE,12401,CIV & ENVIR ENG DES,A,Lect,21,33,64%,14.95,4.48,4.1,4.19,4.1,4.38,4.1,4.33,4.43,3.48,,,,,,,,,,,
Fall,2015,"CHRISTIAN, S. (co-taught)",CEE,12401,CIV & ENVIR ENG DES,A,Lect,21,33,64%,14.95,3.29,3,2.76,2.67,2.95,2.67,3.38,2.62,3.29,,,,,,,,,,,
Fall,2015,"THOMPSON, J. (co-taught)",CEE,12401,CIV & ENVIR ENG DES,A,Lect,21,33,64%,14.85,4,3.71,3.81,3.9,3.95,3.65,3.67,3.71,3.43,,,,,,,,,,,
Fall,2015,"AKINCI, B. (co-taught)",CEE,12411,PRJ MANGMT CONSTRCTN,A,Lect,26,43,60%,8.35,3.54,3.58,3.54,3.35,3.85,3.62,4.15,3.58,3.35,,,,,,,,,,,
Fall,2015,"YEOH, K. (co-taught)",CEE,12411,PRJ MANGMT CONSTRCTN,A,Lect,26,43,60%,8.63,4.24,3.88,3.8,3.76,4.04,3.88,4.36,3.96,3.52,,,,,,,,,,,
Fall,2015,NOAH SHALTES,CEE,12411,PRJ MANGMT CONSTRCTN,B,Lect,13,19,68%,8.92,4.15,4,4.25,4,4,4.15,4.46,4.31,4,,,,,,,,,,,
Fall,2015,MATTEO POZZI,CEE,12421,ENGINEERNG ECONOMICS,A1,Lect,61,65,94%,10.02,3.74,3.69,3.62,3.38,3.72,3.48,4.18,3.44,3.49,,,,,,,,,,,
Fall,2015,KRISTEN KURLAND,CEE,12600,AUTOCAD,A2,Lect,29,43,67%,4.79,4.45,4.59,4.59,4.41,4.48,4.62,4.66,4.59,4.55,,,,,,,,,,,
Fall,2015,ALAN MCGAUGHEY,CEE,12623,MLCR SIMLN MATERLS,A,Lect,3,3,100%,16.33,5,5,5,5,5,4.67,5,5,5,,,,,,,,,,,
Fall,2015,JAMES THOMPSON,CEE,12635,STRUCTURAL ANALYSIS,A,Lect,9,12,75%,13.33,4.75,4.78,4.78,4.78,4.78,4.67,4.67,4.78,4.67,,,,,,,,,,,
Fall,2015,THOMAS LEECH,CEE,12636,GEOTECHNICAL ENGINR,A,Lect,5,5,100%,8,4.6,4.4,4.4,4.4,4.6,4.6,4.6,4.6,4.4,,,,,,,,,,,
Fall,2015,CHRISTOPHER SULLIVAN,CEE,12651,AIR QUALITY ENGIN,A,Lect,1,2,50%,5,4,3,4,4,3,2,5,1,1,,,,,,,,,,,
Fall,2015,SUSAN FINGER,CEE,12659,SP TOPICS MATLAB,A1,Lect,11,23,48%,8.27,4.64,4.36,4.64,4.73,4.55,4.64,4.91,4.64,4.55,,,,,,,,,,,
Fall,2015,SUSAN FINGER,CEE,12659,SP TOPICS MATLAB,A2,Lect,21,33,64%,8.57,4.76,4.48,4.62,4.75,4.67,4.38,4.81,4.57,4.43,,,,,,,,,,,
Fall,2015,KAUSHIK DAYAL,CEE,12676,ST: CNPTS MTHDS MECH,A,Lect,9,10,90%,8.38,4.22,4,4.22,3.44,4.44,4.44,4.22,4.22,4.13,,,,,,,,,,,
Fall,2015,SHELLEY ANNA,CEE,12701,MTHMTCL TCH ENGNG,A,Lect,4,4,100%,10.25,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,BRAD BIAGINI,CEE,12702,FND WATER QUALTY ENG,A,Lect,12,20,60%,10.75,4.92,4.92,4.92,4.83,4.83,4.75,5,4.92,4.83,,,,,,,,,,,
Fall,2015,YONGJIE ZHANG,CEE,12703,NUMERCL MTHD ENGING,A,Lect,9,11,82%,12.11,4.78,4.56,4.56,4.33,4.78,4.44,4.78,4.67,4.44,,,,,,,,,,,
Fall,2015,IRVING OPPENHEIM,CEE,12704,PR EST MTHD ENG SYS,A,Lect,57,69,83%,10.96,4.21,4.18,4.25,4.02,4.11,4.04,4.73,3.96,4.02,,,,,,,,,,,
Fall,2015,H SCOTT MATTHEWS,CEE,12706,CIV SYS INV PLN PRCE,A,Lect,23,36,64%,17.23,4.73,4.7,4.77,4.7,4.87,4.83,4.91,4.83,4.87,,,,,,,,,,,
Fall,2015,JOHN MATSUMURA,CEE,12706,CIV SYS INV PLN PRCE,B,Lect,16,21,76%,16.75,4.44,4.25,4.56,4.25,4.44,4.13,4.56,4.19,4.44,,,,,,,,,,,
Fall,2015,JEANNE VANBRIESEN,CEE,12712,INTRO SUSTNBL ENGRG,A,Lect,19,29,66%,17.11,4.47,4.16,4.21,3.74,4.26,4.11,4.58,4.37,4.21,,,,,,,,,,,
Fall,2015,ATHANASIOS KARAMALIDIS,CEE,12720,WATER RESOURCE CHEM,A,Lect,21,30,70%,10.45,3.76,3.43,3.19,3.14,3.29,3.24,4.57,2.95,3.05,,,,,,,,,,,
Fall,2015,GREGORY LOWRY,CEE,12725,FTE TRNS PHSCHM PROC,A,Lect,15,19,79%,18,4.8,4.36,4.64,4.43,4.79,4.79,4.79,4.64,4.43,,,,,,,,,,,
Fall,2015,MARIO BERGES,CEE,12740,DATA ACQUISITION,A1,Lect,26,39,67%,10.73,4.42,4.15,4.08,4.27,4.27,4.38,4.69,4.38,4.23,,,,,,,,,,,
Fall,2015,MATTEO POZZI,CEE,12741,DATA MANAGEMENT,A2,Lect,38,56,68%,10.26,4.5,4.54,4.61,4.47,4.47,4.59,4.74,4.53,4.53,,,,,,,,,,,
Fall,2015,XUESONG LIU,CEE,12746,ST: PYTHON PROTOTYP,A1,Lect,37,59,63%,11.81,4.49,4.3,4.41,4.54,4.59,4.49,4.84,4.35,4.46,,,,,,,,,,,
Fall,2015,KATHARINE FLYNN,CEE,12747,SP TP: SUSTNBL BLDG,A1,Lect,33,47,70%,6.55,4.12,4.39,4.3,4.21,4.39,4.15,4.61,4.24,4.12,,,,,,,,,,,
Fall,2015,GERRY MATTERN,CEE,12748,SP TPC MCH EL SY DES,A2,Lect,28,46,61%,6,4.79,4.21,4.25,3.96,4.54,4.57,4.71,4.39,4.07,,,,,,,,,,,
Fall,2015,CHRISTOPHER SULLIVAN,CEE,12751,AIR QUALTY ENGINEERG,A,Lect,16,20,80%,15.56,4.88,4.63,4.75,4.69,4.69,4.75,4.94,4.81,4.81,,,,,,,,,,,
Fall,2015,MARIO BERGES,CEE,12752,ST: DATA BLDG EN MGT,A2,Lect,22,29,76%,11.6,4.45,4.14,4.14,4.41,4.45,4.41,4.73,4.41,4.5,,,,,,,,,,,
Fall,2015,JACOBO BIELAK,CEE,12757,VIBRATION,A,Lect,13,14,93%,14.62,4.85,4.77,4.62,4.62,4.77,4.69,4.85,4.77,4.69,,,,,,,,,,,
Fall,2015,IRIS GROSSMANN,CEE,12766,ST: CLIMATE CHG,A,Lect,7,13,54%,6.71,4.86,4.86,4.71,4.86,4.86,4.71,4.86,4.71,4.71,,,,,,,,,,,
Fall,2015,MAARTEN DE BOER,CEE,12775,INTRO SLD MECHANICS,A,Lect,3,4,75%,9,4.67,5,5,4.67,5,4.67,5,4.67,5,,,,,,,,,,,
Fall,2015,XUESONG LIU,CEE,12780,ST:ADV PYTHON,A2,Lect,44,66,67%,10.75,4.75,4.7,4.7,4.57,4.73,4.64,4.91,4.66,4.7,,,,,,,,,,,
Fall,2015,DAVID DZOMBAK,CEE,12790,TEACHING WORKSHOP,A,Lect,11,23,48%,2.6,4.27,4.27,4.27,4.27,4.45,4.27,4.45,4.27,4.09,,,,,,,,,,,
Fall,2015,DAVID DZOMBAK,CEE,12794,GRADUATE SEMINAR,A,Lect,18,42,43%,2,4.41,4.65,4.29,4.29,4.29,4.35,4.53,4.29,4.24,,,,,,,,,,,
Fall,2015,MATTEO POZZI,CEE,12794,GRADUATE SEMINAR,B,Lect,11,15,73%,2.55,4,4,3.91,3.91,3.91,3.91,3.91,3.91,3.91,,,,,,,,,,,
Fall,2015,KAUSHIK DAYAL,CEE,12794,GRADUATE SEMINAR,C,Lect,8,11,73%,2.86,4.14,3.86,4,4,4,3.86,4,4.14,4.14,,,,,,,,,,,
Fall,2015,DAVID DZOMBAK,CEE,12794,GRADUATE SEMINAR,D,Lect,83,123,67%,3.01,4.41,4.43,4.37,4.33,4.41,4.37,4.46,4.41,4.36,,,,,,,,,,,
Fall,2015,ANDREA FRANCIONI ROONEY,CEE,12798,SP TP: PROFNL COMMNC,A,Lect,11,15,73%,3.91,4.82,4.91,4.82,4.73,4.64,4.82,4.82,4.64,4.73,,,,,,,,,,,
Fall,2015,MICHAEL DOMACH,CHE,6100,INTRO TO CHEM ENGR,1,Lect,64,89,72%,6.92,3.67,3.06,3.03,3.38,3.63,3.13,4.19,3.05,3.06,,,,,,,,,,,
Fall,2015,KRIS DAHL,CHE,6221,THERMODYNAMICS,A,Lect,54,83,65%,8.89,4.24,3.78,3.89,3.63,4.33,3.87,4.25,3.76,3.81,,,,,,,,,,,
Fall,2015,CHRYSANTHOS GOUNARIS,CHE,6222,SOPH CHEM ENGNRG SEM,A,Lect,48,76,63%,2.13,4.36,4.4,4.4,4.02,4.3,4.38,4.4,4.25,3.75,,,,,,,,,,,
Fall,2015,NIKOLAOS SAHINIDIS,CHE,6321,CHEM ENGR THERMDYNMC,A,Lect,34,66,52%,7.74,3.18,3.32,3.29,2.85,3.32,2.94,3.74,2.79,2.88,,,,,,,,,,,
Fall,2015,KATHRYN WHITEHEAD,CHE,6322,JUNIOR CHEM ENG SEMR,A,Lect,22,40,55%,2,4.76,4.95,4.86,4.57,4.76,4.67,4.76,4.81,4.52,,,,,,,,,,,
Fall,2015,SUSANA STEPPAN,CHE,6323,HEAT & MASS TRANSFER,A,Lect,37,65,57%,9.14,4.51,4.35,4.32,4.08,4.43,4.46,4.3,4.39,4.39,,,,,,,,,,,
Fall,2015,"GROSSMANN, I. (co-taught)",CHE,6421,CHEM PROCS SYS DESGN,A,Lect,27,61,44%,20.44,4.22,4,4.15,3.78,4.15,4,4.22,4.04,4.04,,,,,,,,,,,
Fall,2015,"SIIROLA, J. (co-taught)",CHE,6421,CHEM PROCS SYS DESGN,A,Lect,27,61,44%,20.33,4.7,4,4.19,4.44,4.41,4.37,4.59,4.42,4.11,,,,,,,,,,,
Fall,2015,B ERIK YDSTIE,CHE,6423,UNIT OPERATIONS LAB,1,Lect,22,57,39%,9.43,3.32,2.91,3,3.05,3.23,3.05,4.05,3.05,3.05,,,,,,,,,,,
Fall,2015,ROSEMARY FROLLINI,CHE,6426,EXP COLLD SURFC SCI,A,Lect,1,3,33%,8,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,JEFF SIIROLA,CHE,6500,SPECIAL TOPICS,A,Lect,28,45,62%,6.82,4.74,4.77,4.74,4.59,4.74,4.78,4.93,4.81,4.67,,,,,,,,,,,
Fall,2015,LORENZ BIEGLER,CHE,6606,COMP MTH L SC PR DS,A,Lect,20,23,87%,10.6,4.65,4.2,4.5,4.35,4.63,4.55,4.75,4.15,4.4,,,,,,,,,,,
Fall,2015,JAMES SCHNEIDER,CHE,6608,SAFTY IN SCI/ENG PRA,A,Lect,41,64,64%,2.73,4.56,4.56,4.56,4.37,4.6,4.54,4.66,4.54,4.39,,,,,,,,,,,
Fall,2015,JAMES SCHNEIDER,CHE,6609,PHYS CHEM MACROMOL,A,Lect,9,21,43%,11,4.44,4.38,4.56,4.5,4.44,4.78,4.78,4.44,4.67,,,,,,,,,,,
Fall,2015,ADITYA KHAIR,CHE,6610,RHEO STR CMPLX FLUID,A,Lect,6,12,50%,8,4.83,4.33,4.67,4.33,4.5,5,4.83,4.67,4.5,,,,,,,,,,,
Fall,2015,LYNN WALKER,CHE,6623,MTHML MDL CHM ENG PC,A,Lect,25,41,61%,13.91,4.72,4.72,4.72,4.68,4.68,4.6,4.72,4.8,4.71,,,,,,,,,,,
Fall,2015,JOHN KITCHIN,CHE,6625,CHMCL & REACTV SYSTM,A,Lect,26,40,65%,11.85,4.65,4.62,4.58,4.62,4.65,4.65,4.73,4.62,4.69,,,,,,,,,,,
Fall,2015,JEFF SIIROLA,CHE,6681,SP TP: PROC SYN,A,Lect,17,37,46%,2.94,4.76,4.76,4.76,4.65,4.76,4.82,4.82,4.82,4.76,,,,,,,,,,,
Fall,2015,DENNIS PRIEVE,CHE,6703,ADV FLUID DYNAMICS,A,Lect,8,14,57%,10.63,4.25,4.38,4.38,4.38,4.75,4.63,4.75,4.38,4.5,,,,,,,,,,,
Fall,2015,ROBERT TILTON,CHE,6705,ADV CHE THRMODYNMCS,A,Lect,15,21,71%,11.27,4.47,4.93,4.93,4.6,4.87,4.86,4.8,4.87,4.87,,,,,,,,,,,
Fall,2015,MYUNG JHON,CHE,6713,MATH TECH CHEM ENGR,A,Lect,19,25,76%,13.11,4.21,3.95,4.26,3.47,4.16,3.89,3.84,3.74,3.89,,,,,,,,,,,
Fall,2015,ANDREW GELLMAN,CHE,6800,CHE GRADUATE SEMINAR,A,Lect,33,84,39%,2.47,4.59,4.59,4.66,4.53,4.63,4.59,4.69,4.63,4.64,,,,,,,,,,,
Fall,2015,"STEPPAN, S. (co-taught)",CHE,6801,CLD PLM SRF LAB I,A,Lect,5,8,63%,9.8,4.4,5,4.8,4.6,4.2,5,5,4.4,4.2,,,,,,,,,,,
Fall,2015,"FROLLINI, R. (co-taught)",CHE,6801,CLD PLM SRF LAB I,A,Lect,5,8,63%,9.8,4,4.2,4.2,4,4.25,4.4,4.8,4.2,4.2,,,,,,,,,,,
Fall,2015,"STEPPAN, S. (co-taught)",CHE,6801,CLD PLM SRF LAB I,B,Lect,1,4,25%,11,2,1,1,3,3,1,4,2,1,,,,,,,,,,,
Fall,2015,"FROLLINI, R. (co-taught)",CHE,6801,CLD PLM SRF LAB I,B,Lect,1,4,25%,11,1,1,1,1,1,1,4,1,1,,,,,,,,,,,
Fall,2015,KATHRYN WHITEHEAD,CHE,6804,SP TPC: DRUG DEL SYS,A,Lect,9,17,53%,10,4.44,4.67,4.67,4.44,4.33,4.22,4.44,4.44,4.33,,,,,,,,,,,
Fall,2015,DENNIS PRIEVE,CHE,6810,CPS SEMINAR,A,Lect,1,10,10%,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,CHRYSANTHOS GOUNARIS,CHE,6815,SP TP: PSE,A,Lect,13,15,87%,9.18,4.92,4.92,4.92,4.77,4.85,4.92,4.92,4.92,4.92,,,,,,,,,,,
Fall,2015,"JACOBSON, A. (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,Lect,32,109,29%,3,2.77,2.8,2.8,2.79,2.83,2.83,2.83,2.89,2.72,,,,,,,,,,,
Fall,2015,"Larsen, K. (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,Lect,32,109,29%,2.27,2.81,3,2.95,2.91,2.91,2.91,2.86,2.91,2.86,,,,,,,,,,,
Fall,2015,"KISSEL, K. (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,Lect,32,109,29%,2.27,3.19,3.24,3.24,3.19,3.14,3.19,3.19,3.19,3.05,,,,,,,,,,,
Fall,2015,"BONIME, T. (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,Lect,32,109,29%,2.29,3.14,3.19,3.19,3.1,3.14,3.14,3.14,3.14,3,,,,,,,,,,,
Fall,2015,"SHUKLA, N. (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,Lect,32,109,29%,2.3,3.19,3.19,3.29,3.19,3.19,3.24,3.19,3.19,3.05,,,,,,,,,,,
Fall,2015,"JACOBSON, A. (co-taught)",CIT,39310,EXPERITAL LEARN III,A,Lect,83,229,36%,2.38,3.23,3.47,3.44,3.16,3.29,3.24,3.44,3.23,3.06,,,,,,,,,,,
Fall,2015,"Larsen, K. (co-taught)",CIT,39310,EXPERITAL LEARN III,A,Lect,83,229,36%,2.53,3.29,3.41,3.33,3.2,3.26,3.24,3.35,3.22,3.11,,,,,,,,,,,
Fall,2015,"KISSEL, K. (co-taught)",CIT,39310,EXPERITAL LEARN III,A,Lect,83,229,36%,2.45,3.23,3.35,3.31,3.21,3.29,3.25,3.33,3.29,3.13,,,,,,,,,,,
Fall,2015,"BONIME, T. (co-taught)",CIT,39310,EXPERITAL LEARN III,A,Lect,83,229,36%,2.47,3.23,3.4,3.38,3.23,3.29,3.29,3.38,3.29,3.12,,,,,,,,,,,
Fall,2015,"SHUKLA, N. (co-taught)",CIT,39310,EXPERITAL LEARN III,A,Lect,83,229,36%,2.4,3.18,3.37,3.35,3.14,3.29,3.29,3.31,3.24,3.04,,,,,,,,,,,
Fall,2015,JEFFERY HANSEN,CIT,39605,ENGINEERING DSGN PRJ,A,Lect,10,23,43%,7.67,3.9,3.8,3.8,3.3,3.6,3.6,4.5,3.4,3.6,,,,,,,,,,,
Fall,2015,YOOSUF PICARD,CIT,39610,ENERGY CONVRN & SUPP,A1,Lect,26,29,90%,10.12,4.42,4.23,4.38,4.15,4.38,4.08,4.69,4.12,3.88,,,,,,,,,,,
Fall,2015,DAVID LANDIS,CIT,39613,ENGY TRNSPT & STRGE,A2,Lect,22,24,92%,8.2,4.41,4.09,3.95,4.23,4.23,3.91,4.68,4,3.82,,,,,,,,,,,
Fall,2015,ILHEM-FAIZA HAKEM,CIT,39652,CIT SPECIAL TOPICS,A1,Lect,5,6,83%,7.4,4.4,2.8,3.6,3.6,4.4,3.8,4.2,4,4,,,,,,,,,,,
Fall,2015,LAUREN HILDESHEIM,CIT,39699,CPDC ENG MASTERS,B2,Lect,24,35,69%,5.05,4.87,4.78,4.78,4.7,4.78,4.78,4.91,4.77,4.61,,,,,,,,,,,
Fall,2015,"STEPPAN, S. (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,Lect,1,3,33%,8,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,"FROLLINI, R. (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,JESSE STILES,ECE,18090,DGTL MEDIA SGNL PRO,A,Lect,6,10,60%,9,4.5,4,4,4.5,4.5,4.33,4.67,4.17,4.17,,,,,,,,,,,
Fall,2015,PRIYA NARASIMHAN,ECE,18099,MBL APP DSGN & DEVEL,A,Lect,9,13,69%,8.67,4.56,2.89,3.22,3.11,4.11,3,4.67,3.67,3.78,,,,,,,,,,,
Fall,2015,THOMAS SULLIVAN,ECE,18100,INTRO ELEC COMP ENG,1,Lect,111,146,76%,11.42,3.96,4.01,4.14,3.48,4.14,3.68,4.42,3.59,3.76,,,,,,,,,,,
Fall,2015,DIANA MARCULESCU,ECE,18200,EMERGING TRENDS ECE,A1,Lect,54,183,30%,2.53,3.65,3.83,3.33,3.04,3.43,3.39,4.16,3.58,2.98,,,,,,,,,,,
Fall,2015,"SULLIVAN, T. (co-taught)",ECE,18202,MATH FNDTN ELEC ENGR,1,Lect,49,87,56%,9.16,4.24,4.06,4.06,4,4.29,4.18,4.43,4.14,3.04,,,,,,,,,,,
Fall,2015,"MOURA, J. (co-taught)",ECE,18202,MATH FNDTN ELEC ENGR,1,Lect,49,87,56%,9.98,2.98,2.73,2.59,2.45,2.69,2.31,3.27,2.35,2.37,,,,,,,,,,,
Fall,2015,"Bryant, R. (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,Lect,59,114,52%,14.45,3.98,4.14,4.12,3.63,4.29,3.88,4.37,3.85,4.08,,,,,,,,,,,
Fall,2015,"OHALLARON, D. (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,Lect,59,114,52%,13.85,4.14,4.14,4.14,3.85,4.36,4.05,4.36,4.02,4.14,,,,,,,,,,,
Fall,2015,"MUKHERJEE, T. (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,Lect,31,83,37%,12.03,4.55,4.4,4.23,3.94,4.5,4.35,4.48,4.26,4.29,,,,,,,,,,,
Fall,2015,"KELLY, S. (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,Lect,31,83,37%,11.97,4.39,4.06,4.13,3.9,4.29,4.35,4.61,4.23,4.19,,,,,,,,,,,
Fall,2015,"MISKOV-ZIVANOV, N. (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,Lect,85,86,99%,14.29,4.28,4.45,4.46,3.87,4.11,4,4.73,3.67,4.32,,,,,,,,,,,
Fall,2015,"NACE, W. (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,Lect,85,86,99%,14.35,4.84,4.76,4.84,4.42,4.76,4.87,4.88,4.81,4.38,,,,,,,,,,,
Fall,2015,"YU, B. (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,Lect,75,105,71%,12.09,4.16,4.31,4.28,3.91,4.24,4.31,4.42,4.11,4.07,,,,,,,,,,,
Fall,2015,"GROVER, P. (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,Lect,75,105,71%,12.1,4.53,4.34,4.32,4.12,4.45,4.31,4.51,4.3,4.12,,,,,,,,,,,
Fall,2015,JAMES BAIN,ECE,18300,FUND ELECTROMAGNETCS,1,Lect,7,8,88%,10,5,4.71,4.86,5,4.71,4.71,5,5,4.71,,,,,,,,,,,
Fall,2015,JEYANANDH PARAMESH,ECE,18320,MICROELECTC CURCUITS,1,Lect,19,35,54%,13.28,3.58,3.47,3.42,3,3.63,3.47,3.47,3.37,3.47,,,,,,,,,,,
Fall,2015,"THOMAS, D. (co-taught)",ECE,18341,LOG DES SIM SYN VER,1,Lect,44,44,100%,14.48,4.57,4.45,4.34,4.07,4.52,4.39,4.64,4.36,4.41,,,,,,,,,,,
Fall,2015,"NACE, W. (co-taught)",ECE,18341,LOG DES SIM SYN VER,1,Lect,44,44,100%,14.61,4.57,4.41,4.39,3.98,4.47,4.55,4.59,4.55,4.41,,,,,,,,,,,
Fall,2015,RAJEEV GANDHI,ECE,18342,FUND EMBEDDED SYSTMS,1,Lect,41,55,75%,14.8,4.59,4.68,4.76,4.37,4.63,4.78,4.8,4.71,4.61,,,,,,,,,,,
Fall,2015,ANTHONY ROWE,ECE,18349,EMBEDDED RL TIME SYS,A,Lect,43,71,61%,11.98,4.51,4.28,4.3,4,4.6,4.37,4.63,4.35,4.37,,,,,,,,,,,
Fall,2015,BRUNO SINOPOLI,ECE,18370,FNDMNTLS OF CONTROL,1,Lect,17,26,65%,12.41,4.47,3.71,4,4.12,4.18,3.76,4.59,3.94,3.82,,,,,,,,,,,
Fall,2015,ELIAS TOWE,ECE,18403,MICRF METHODS TECH,A,Lect,7,8,88%,6.71,5,4.14,4.29,3.29,4.86,4.14,5,4,4.29,,,,,,,,,,,
Fall,2015,L. CARLEY,ECE,18421,ANALOG INTGTD CIR 1,A,Lect,1,2,50%,11,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2015,KENNETH MAI,ECE,18422,DIGL INTGRD CIRC 1,1,Lect,1,2,50%,17,2,3,4,1,3,2,3,2,2,,,,,,,,,,,
Fall,2015,"BRUMLEY, D. (co-taught)",ECE,18487,INTRO CMP NTWRK SCTY,A,Lect,15,33,45%,9.8,4.87,4.2,4.67,4.4,4.87,4.73,4.73,4.73,4.71,,,,,,,,,,,
Fall,2015,"SEKAR, V. (co-taught)",ECE,18487,INTRO CMP NTWRK SCTY,A,Lect,15,33,45%,9.8,4.8,4.47,4.67,4.47,4.73,4.4,4.53,4.53,4.53,,,,,,,,,,,
Fall,2015,ALAN BLACK,ECE,18492,SPC TPCS SPCH PRCSNG,A,Lect,4,5,80%,5.75,4,4,4,3.75,4.25,4,4.25,4,4,,,,,,,,,,,
Fall,2015,GUSTAVO ROHDE,ECE,18496,INT BIO IMG & IM ANA,A,Lect,4,5,80%,11,4.5,4.25,4.25,3.25,4.25,3.75,3.75,3.75,3.75,,,,,,,,,,,
Fall,2015,"NACE, W. (co-taught)",ECE,18545,ADV DIGITAL DES PROJ,1,Lect,12,22,55%,18.17,4.08,4.42,4.18,3.73,4.45,4,4.64,4.27,4.27,,,,,,,,,,,
Fall,2015,"LUCIA, B. (co-taught)",ECE,18545,ADV DIGITAL DES PROJ,1,Lect,12,22,55%,18.78,4.45,4.45,4.18,4,4.45,4,4.55,4.09,4.18,,,,,,,,,,,
Fall,2015,JOVAN ILIC,ECE,18587,ELECL ENGY CONV CNTL,A,Lect,2,4,50%,11,5,5,5,5,4.5,4.5,5,5,4.5,,,,,,,,,,,
Fall,2015,EDWARD ENGLER,ECE,18601,ENTRPRSHP INNV TCHNL,A,Lect,14,17,82%,7.77,4.93,4.36,4.64,4.57,4.71,4.71,4.85,4.64,4.5,,,,,,,,,,,
Fall,2015,GIANLUCA PIAZZA,ECE,18614,MICROELECTROMECH SYS,A,Lect,6,6,100%,18,4.17,4.17,4.33,4,4.67,4.5,4.33,4.6,4.67,,,,,,,,,,,
Fall,2015,KAI WANG,ECE,18615,MICRO NANO SYS FAB,GZ,Lect,4,4,100%,11.75,5,5,4.75,4.5,5,4.75,4.75,5,5,,,,,,,,,,,
Fall,2015,MARIJA ILIC,ECE,18618,SMT GR FT EL EN SYS,1,Lect,16,16,100%,12.44,4.19,4,4.06,3.75,4.5,4.56,4.63,4.31,4.19,,,,,,,,,,,
Fall,2015,KENNETH MAI,ECE,18622,ADV DIGTL IC DESIGN,1,Lect,12,18,67%,19.08,4.42,4.67,4.58,4.33,4.42,4.67,4.58,4.5,4.58,,,,,,,,,,,
Fall,2015,L. CARLEY,ECE,18623,ANA INT CIR DESIGN,A,Lect,16,18,89%,14.81,4.44,4.69,4.5,3.94,4.63,4.38,4.75,4.19,4.31,,,,,,,,,,,
Fall,2015,NICOLAS CHRISTIN,ECE,18631,INTR INFO SECURITY,A,Lect,9,18,50%,13.89,4.44,4.33,4.44,3.56,4.56,4.22,4.56,4.22,3.89,,,,,,,,,,,
Fall,2015,LIMIN JIA,ECE,18631,INTR INFO SECURITY,B,Lect,10,20,50%,13.44,3.3,3,3.3,2.8,3.7,3.4,3.9,3.2,2.6,,,,,,,,,,,
Fall,2015,LIMIN JIA,ECE,18631,INTR INFO SECURITY,SV,Lect,5,9,56%,16.8,4.2,3.75,4.2,3.6,4.6,3.8,4.6,4,4,,,,,,,,,,,
Fall,2015,PATRICK TAGUE,ECE,18638,MOBILE SECURITY,A,Lect,2,2,100%,11,5,4.5,4.5,5,4.5,4.5,5,5,5,,,,,,,,,,,
